ID;ACCESSION;DEFINITION;VERSION;REFERENCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;mol_type;strain;host;geo_loc_name;collection_date;Date_Soumission
KT735355.1;"KT735355
";"Enterovirus C105 isolate EV_NL_14360128801 VP1 gene, partial cds.
";"KT735355.1
";"1  (bases 1 to 322)
";"Enterovirus C105
";"Van Leer-Buter,C.C., Poelman,R., Borger,R. and Niesters,H.G.
";"Newly identified Enterovirus-C genotypes, identified in the
";NA;"Sanger dideoxy sequencing
";"         1..322
";"""genomic RNA""";NA;"""Homo sapiens""";"""Netherlands""";"""2014""";"20-JUL-2016
"
KT735354.1;"KT735354
";"Enterovirus C104 isolate EV_NL_E2014116305 5' UTR.
";"KT735354.1
";"1  (bases 1 to 535)
";"Enterovirus C104
";"Van Leer-Buter,C.C., Poelman,R., Borger,R. and Niesters,H.G.
";"Newly identified Enterovirus-C genotypes, identified in the
";NA;"Sanger dideoxy sequencing
";"         1..535
";"""genomic RNA""";NA;"""Homo sapiens""";"""Netherlands""";"""2014""";"20-JUL-2016
"
KT735349.1;"KT735349
";"Enterovirus C117 isolate EV_NL_E2013014976 5' UTR.
";"KT735349.1
";"1  (bases 1 to 486)
";"enterovirus C117
";"Van Leer-Buter,C.C., Poelman,R., Borger,R. and Niesters,H.G.
";"Newly identified Enterovirus-C genotypes, identified in the
";NA;"Sanger dideoxy sequencing
";"         1..486
";"""genomic RNA""";NA;"""Homo sapiens""";"""Netherlands""";"""2013""";"20-JUL-2016
"
KT735342.1;"KT735342
";"Enterovirus C105 isolate EV_NL_14360128801 5' UTR.
";"KT735342.1
";"1  (bases 1 to 481)
";"Enterovirus C105
";"Van Leer-Buter,C.C., Poelman,R., Borger,R. and Niesters,H.G.
";"Newly identified Enterovirus-C genotypes, identified in the
";NA;"Sanger dideoxy sequencing
";"         1..481
";"""genomic RNA""";NA;"""Homo sapiens""";"""Netherlands""";"""2014""";"20-JUL-2016
"
KT945241.1;"KT945241
";"Enterovirus C105 VP2 gene, partial cds.
";"KT945241.1
";"1  (bases 1 to 420)
";"Enterovirus C105
";"Mune,M., Pinon,A., Acosta,B., Valdes,O., Arencibia,A., Oropesa,S.,
";"Newly emerging C-105 enterovirus genotype in acute respiratory
";NA;NA;"         1..420
";"""genomic RNA""";"""1962""";"""Homo sapiens""";"""Cuba""";"""10-Jun-2013""";"26-MAR-2016
"
KP793035.1;"KP793035
";"Human enterovirus C99 isolate IJC04 polyprotein gene, complete cds.
";"KP793035.1
";"1  (bases 1 to 6662)
";"Enterovirus C99
";"Mombo,I.M., Berthet,N., Lukashev,A., Bleicker,T., Bruenink,S.,
";"First detection of an Enterovirus 99 in a captive chimpanzee, from
";"CAP3 v. V.1
";"Illumina
";"         1..6662
";"""genomic RNA""";NA;"""Pan troglodytes troglodytes""";"""Republic of the Congo""";"""2011""";"29-JUL-2015
"
KM880100.1;"KM880100
";"Human enterovirus C105 strain Pavia/9095 polyprotein gene, complete
";"KM880100.1
";"1  (bases 1 to 7172)
";"Enterovirus C105
";"Piralla,A., Daleno,C., Girello,A., Esposito,S. and Baldanti,F.
";"Circulation of two Enterovirus 105 lineages in Europe and Africa
";NA;"Sanger dideoxy sequencing
";"         1..7172
";"""viral cRNA""";"""Pavia/9095""";"""Homo sapiens""";"""Italy""";"""May-2011""";"24-NOV-2014
"
KM880099.1;"KM880099
";"Human enterovirus C105 strain ROM31 polyprotein gene, complete cds.
";"KM880099.1
";"1  (bases 1 to 7171)
";"Enterovirus C105
";"Piralla,A., Daleno,C., Girello,A., Esposito,S. and Baldanti,F.
";"Circulation of two Enterovirus 105 lineages in Europe and Africa
";NA;"Sanger dideoxy sequencing
";"         1..7171
";"""viral cRNA""";"""ROM31""";"""Homo sapiens""";"""Romania""";"""Nov-2010""";"24-NOV-2014
"
KM880098.1;"KM880098
";"Human enterovirus C105 strain Pavia/8376 polyprotein gene, complete
";"KM880098.1
";"1  (bases 1 to 7174)
";"Enterovirus C105
";"Piralla,A., Daleno,C., Girello,A., Esposito,S. and Baldanti,F.
";"Circulation of two Enterovirus 105 lineages in Europe and Africa
";NA;"Sanger dideoxy sequencing
";"         1..7174
";"""viral cRNA""";"""Pavia/8376""";"""Homo sapiens""";"""Italy""";"""Apr-2011""";"24-NOV-2014
"
KM880097.1;"KM880097
";"Human enterovirus C105 strain BU5 polyprotein gene, complete cds.
";"KM880097.1
";"1  (bases 1 to 7179)
";"Enterovirus C105
";"Piralla,A., Daleno,C., Girello,A., Esposito,S. and Baldanti,F.
";"Circulation of two Enterovirus 105 lineages in Europe and Africa
";NA;"Sanger dideoxy sequencing
";"         1..7179
";"""viral cRNA""";"""BU5""";"""Homo sapiens""";"""Burundi""";"""Nov-2010""";"24-NOV-2014
"
KM880096.1;"KM880096
";"Human enterovirus C105 strain BU77 polyprotein gene, complete cds.
";"KM880096.1
";"1  (bases 1 to 7176)
";"Enterovirus C105
";"Piralla,A., Daleno,C., Girello,A., Esposito,S. and Baldanti,F.
";"Circulation of two Enterovirus 105 lineages in Europe and Africa
";NA;"Sanger dideoxy sequencing
";"         1..7176
";"""viral cRNA""";"""BU77""";"""Homo sapiens""";"""Burundi""";"""Nov-2010""";"24-NOV-2014
"
JX560528.1;"JX560528
";"Human enterovirus C117 isolate BCH104A polyprotein gene, complete
";"JX560528.1
";"1  (bases 1 to 7142)
";"enterovirus C117
";"Xiang,Z. and Wang,J.
";"Enterovirus Genotype EV-117 in Children with Lower Respiratory
";NA;NA;"         1..7142
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""Jul-2007""";"14-SEP-2014
"
KF413055.1;"KF413055
";"Human enterovirus C99 isolate NIV0512266 VP1 gene, partial cds.
";"KF413055.1
";"1  (bases 1 to 320)
";"Enterovirus C99
";"Patil,P.R., Chitambar,S.D. and Gopalkrishna,V.
";"Molecular surveillance of non-polio enterovirus infections in
";NA;"Sanger dideoxy sequencing
";"         1..320
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2005""";"30-JUL-2014
"
KF413046.1;"KF413046
";"Human enterovirus C99 isolate NIV062822-1 VP1 gene, partial cds.
";"KF413046.1
";"1  (bases 1 to 387)
";"Enterovirus C99
";"Patil,P.R., Chitambar,S.D. and Gopalkrishna,V.
";"Molecular surveillance of non-polio enterovirus infections in
";NA;"Sanger dideoxy sequencing
";"         1..387
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2006""";"30-JUL-2014
"
KF413033.1;"KF413033
";"Human enterovirus 113 isolate NIV078440 VP1 gene, partial cds.
";"KF413033.1
";"1  (bases 1 to 1004)
";"Enterovirus C113
";"Patil,P.R., Chitambar,S.D. and Gopalkrishna,V.
";"Molecular surveillance of non-polio enterovirus infections in
";NA;"Sanger dideoxy sequencing
";"         1..1004
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2007""";"30-JUL-2014
"
KF412949.1;"KF412949
";"Human enterovirus C99 isolate NIV065692 VP1 gene, partial cds.
";"KF412949.1
";"1  (bases 1 to 307)
";"Enterovirus C99
";"Patil,P.R., Chitambar,S.D. and Gopalkrishna,V.
";"Molecular surveillance of non-polio enterovirus infections in
";NA;"Sanger dideoxy sequencing
";"         1..307
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2006""";"30-JUL-2014
"
KF412907.1;"KF412907
";"Human enterovirus C99 isolate NIV410549 VP1 gene, partial cds.
";"KF412907.1
";"1  (bases 1 to 906)
";"Enterovirus C99
";"Patil,P.R., Chitambar,S.D. and Gopalkrishna,V.
";"Molecular surveillance of non-polio enterovirus infections in
";NA;"Sanger dideoxy sequencing
";"         1..906
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2004""";"30-JUL-2014
"
JX982259.1;"JX982259
";"Human enterovirus C104 strain Pavia262-11228, complete genome.
";"JX982259.1
";"1  (bases 1 to 7409)
";"Enterovirus C104
";"Piralla,A., Fiorina,L., Daleno,C., Esposito,S. and Baldanti,F.
";"Complete genome characterization of enterovirus 104 circulating in
";NA;"Sanger dideoxy sequencing
";"         1..7409
";"""viral cRNA""";"""Pavia262-11228""";"""Homo sapiens""";"""Italy""";"""May-2009""";"09-JUL-2014
"
JX982258.1;"JX982258
";"Human enterovirus C104 strain Pavia68-10804B, complete genome.
";"JX982258.1
";"1  (bases 1 to 7409)
";"Enterovirus C104
";"Piralla,A., Fiorina,L., Daleno,C., Esposito,S. and Baldanti,F.
";"Complete genome characterization of enterovirus 104 circulating in
";NA;"Sanger dideoxy sequencing
";"         1..7409
";"""viral cRNA""";"""Pavia68-10804B""";"""Homo sapiens""";"""Italy""";"""May-2009""";"09-JUL-2014
"
JX982257.1;"JX982257
";"Human enterovirus C104 strain Pavia261-9570, complete genome.
";"JX982257.1
";"1  (bases 1 to 7409)
";"Enterovirus C104
";"Piralla,A., Fiorina,L., Daleno,C., Esposito,S. and Baldanti,F.
";"Complete genome characterization of enterovirus 104 circulating in
";NA;"Sanger dideoxy sequencing
";"         1..7409
";"""viral cRNA""";"""Pavia261-9570""";"""Homo sapiens""";"""Italy""";"""Apr-2009""";"09-JUL-2014
"
JX982256.1;"JX982256
";"Human enterovirus C104 strain Pavia264-16291, complete genome.
";"JX982256.1
";"1  (bases 1 to 7409)
";"Enterovirus C104
";"Piralla,A., Fiorina,L., Daleno,C., Esposito,S. and Baldanti,F.
";"Complete genome characterization of enterovirus 104 circulating in
";NA;"Sanger dideoxy sequencing
";"         1..7409
";"""viral cRNA""";"""Pavia264-16291""";"""Homo sapiens""";"""Italy""";"""May-2009""";"09-JUL-2014
"
JX982255.1;"JX982255
";"Human enterovirus C104 strain Pavia263-11230, complete genome.
";"JX982255.1
";"1  (bases 1 to 7409)
";"Enterovirus C104
";"Piralla,A., Fiorina,L., Daleno,C., Esposito,S. and Baldanti,F.
";"Complete genome characterization of enterovirus 104 circulating in
";NA;"Sanger dideoxy sequencing
";"         1..7409
";"""viral cRNA""";"""Pavia263-11230""";"""Homo sapiens""";"""Italy""";"""May-2009""";"09-JUL-2014
"
JX982254.1;"JX982254
";"Human enterovirus C104 strain Pavia260-9210, complete genome.
";"JX982254.1
";"1  (bases 1 to 7409)
";"Enterovirus C104
";"Piralla,A., Fiorina,L., Daleno,C., Esposito,S. and Baldanti,F.
";"Complete genome characterization of enterovirus 104 circulating in
";NA;"Sanger dideoxy sequencing
";"         1..7409
";"""viral cRNA""";"""Pavia260-9210""";"""Homo sapiens""";"""Italy""";"""Apr-2009""";"09-JUL-2014
"
JX982253.1;"JX982253
";"Human enterovirus C104 strain Pavia259-7712, complete genome.
";"JX982253.1
";"1  (bases 1 to 7409)
";"Enterovirus C104
";"Piralla,A., Fiorina,L., Daleno,C., Esposito,S. and Baldanti,F.
";"Complete genome characterization of enterovirus 104 circulating in
";NA;"Sanger dideoxy sequencing
";"         1..7409
";"""viral cRNA""";"""Pavia259-7712""";"""Homo sapiens""";"""Italy""";"""Apr-2009""";"09-JUL-2014
"
KF726103.1;"KF726103
";"Human enterovirus C117 isolate MGL208 VP4 gene, partial cds.
";"KF726103.1
";"1  (bases 1 to 571)
";"enterovirus C117
";"Xiang,Z., Tsatsral,S., Liu,C., Li,L., Ren,L., Xiao,Y., Xie,Z.,
";"Respiratory infection with enterovirus genotype c117, China and
";NA;NA;"         1..571
";"""genomic RNA""";NA;"""Homo sapiens""";"""Mongolia""";"""20-Jan-2013""";"04-JUN-2014
"
KF726102.1;"KF726102
";"Human enterovirus C117 isolate MGL126 VP4 gene, partial cds.
";"KF726102.1
";"1  (bases 1 to 572)
";"enterovirus C117
";"Xiang,Z., Tsatsral,S., Liu,C., Li,L., Ren,L., Xiao,Y., Xie,Z.,
";"Respiratory infection with enterovirus genotype c117, China and
";NA;NA;"         1..572
";"""genomic RNA""";NA;"""Homo sapiens""";"""Mongolia""";"""02-Nov-2011""";"04-JUN-2014
"
KF726101.1;"KF726101
";"Human enterovirus C117 isolate MGL208 VP1 gene, partial cds.
";"KF726101.1
";"1  (bases 1 to 867)
";"enterovirus C117
";"Xiang,Z., Tsatsral,S., Liu,C., Li,L., Ren,L., Xiao,Y., Xie,Z.,
";"Respiratory infection with enterovirus genotype c117, China and
";NA;NA;"         1..867
";"""genomic RNA""";NA;"""Homo sapiens""";"""Mongolia""";"""Jan-2013""";"04-JUN-2014
"
KF726100.1;"KF726100
";"Human enterovirus C117 isolate MGL126 VP1 gene, partial cds.
";"KF726100.1
";"1  (bases 1 to 867)
";"enterovirus C117
";"Xiang,Z., Tsatsral,S., Liu,C., Li,L., Ren,L., Xiao,Y., Xie,Z.,
";"Respiratory infection with enterovirus genotype c117, China and
";NA;NA;"         1..867
";"""genomic RNA""";NA;"""Homo sapiens""";"""Mongolia""";"""Nov-2011""";"04-JUN-2014
"
JX678288.1;"JX678288
";"Human enterovirus C118 isolate CQ5185, complete genome.
";"JX678288.1
";"1  (bases 1 to 7374)
";"enterovirus C118
";"Lu,Q.B., Wo,Y., Wang,H.Y., Zhang,X.A., Huang,D.D., Zhao,J.,
";"Detection and complete genome characterization of human enterovirus
";NA;"Sanger dideoxy sequencing
";"         1..7374
";"""genomic RNA""";NA;"""Homo sapiens""";"""China: Chongqing""";"""14-Jun-2011""";"30-MAY-2014
"
JX678287.1;"JX678287
";"Human enterovirus C118 isolate CQ5112_VP1 VP1 gene, partial cds.
";"JX678287.1
";"1  (bases 1 to 891)
";"enterovirus C118
";"Lu,Q.B., Wo,Y., Wang,H.Y., Zhang,X.A., Huang,D.D., Zhao,J.,
";"Detection and complete genome characterization of human enterovirus
";NA;"Sanger dideoxy sequencing
";"         1..891
";"""genomic RNA""";NA;"""Homo sapiens""";"""China: Chongqing""";"""13-May-2011""";"30-MAY-2014
"
KF495604.1;"KF495604
";"Human enterovirus C96 isolate AFP809/GD/CHN/2011, complete genome.
";"KF495604.1
";"1  (bases 1 to 7469)
";"Enterovirus C96
";"Lu,J., Zheng,H., Zhang,Y., Guo,X., Wu,D., Li,H., Liu,L., Zeng,H.,
";"Whole genomic sequence and replication kinetics of a new
";NA;"Sanger dideoxy sequencing
";"         1..7469
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""22-Nov-2011""";"28-FEB-2014
"
KF129412.1;"KF129412
";"Human enterovirus C99 isolate KSSC-ALXHH01F/XJ/CHN/2011, complete
";"KF129412.1
";"1  (bases 1 to 7455)
";"Enterovirus C99
";"Sun,Q., Zhang,Y., Cui,H., Zhu,S., Li,X., Huang,G., Tang,H., Yan,D.,
";"Complete genome sequence analysis of two human enterovirus C99
";"Sequencher v. 5.0
";"Sanger dideoxy sequencing
";"         1..7455
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""08-Sep-2011""";"26-FEB-2014
"
KF129411.1;"KF129411
";"Human enterovirus C99 isolate HT-XEBGH09F/XJ/CHN/2011, complete
";"KF129411.1
";"1  (bases 1 to 7455)
";"Enterovirus C99
";"Sun,Q., Zhang,Y., Cui,H., Zhu,S., Li,X., Huang,G., Tang,H., Yan,D.,
";"Complete genome sequence analysis of two human enterovirus C99
";"Sequencher v. 5.0
";"Sanger dideoxy sequencing
";"         1..7455
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""30-Aug-2011""";"26-FEB-2014
"
JX560527.1;"JX560527
";"Human enterovirus C117 isolate BCH096A polyprotein gene, complete
";"JX560527.1
";"1  (bases 1 to 7196)
";"enterovirus C117
";"Xiang,Z. and Wang,J.
";"Enterovirus Genotype EV-117 in Children with Lower Respiratory
";NA;NA;"         1..7196
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""Jul-2007""";"14-SEP-2013
"
KC785535.1;"KC785535
";"Human enterovirus C104 strain GAM738 3D protein gene, partial cds.
";"KC785535.1
";"1  (bases 1 to 398)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..398
";"""genomic RNA""";"""GAM738""";"""Homo sapiens""";"""Gambia""";"""02-Jun-2009""";"07-JUN-2013
"
KC785534.1;"KC785534
";"Human enterovirus C104 strain GAM735 3D protein gene, partial cds.
";"KC785534.1
";"1  (bases 1 to 398)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..398
";"""genomic RNA""";"""GAM735""";"""Homo sapiens""";"""Gambia""";"""01-Jun-2009""";"07-JUN-2013
"
KC785533.1;"KC785533
";"Human enterovirus C104 strain GAM724 3D protein gene, partial cds.
";"KC785533.1
";"1  (bases 1 to 398)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..398
";"""genomic RNA""";"""GAM724""";"""Homo sapiens""";"""Gambia""";"""12-May-2009""";"07-JUN-2013
"
KC785527.1;"KC785527
";"Human enterovirus C104 strain GAM738 polyprotein gene, partial cds.
";"KC785527.1
";"1  (bases 1 to 1614)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..1614
";"""genomic RNA""";"""GAM738""";"""Homo sapiens""";"""Gambia""";"""02-Jun-2009""";"07-JUN-2013
"
KC785526.1;"KC785526
";"Human enterovirus C104 strain GAM735 polyprotein gene, partial cds.
";"KC785526.1
";"1  (bases 1 to 1626)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..1626
";"""genomic RNA""";"""GAM735""";"""Homo sapiens""";"""Gambia""";"""01-Jun-2009""";"07-JUN-2013
"
KC785525.1;"KC785525
";"Human enterovirus C104 strain GAM724 polyprotein gene, partial cds.
";"KC785525.1
";"1  (bases 1 to 1626)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..1626
";"""genomic RNA""";"""GAM724""";"""Homo sapiens""";"""Gambia""";"""12-May-2009""";"07-JUN-2013
"
KC785524.1;"KC785524
";"Human enterovirus C104 strain GAM714 polyprotein gene, complete
";"KC785524.1
";"1  (bases 1 to 7332)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..7332
";"""genomic RNA""";"""GAM714""";"""Homo sapiens""";"""Gambia""";"""28-Apr-2009""";"07-JUN-2013
"
KC785523.1;"KC785523
";"Human enterovirus C104 strain GAM693 polyprotein gene, complete
";"KC785523.1
";"1  (bases 1 to 7067)
";"Enterovirus C104
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..7067
";"""genomic RNA""";"""GAM693""";"""Homo sapiens""";"""Gambia""";"""26-Mar-2009""";"07-JUN-2013
"
JX476210.1;"JX476210
";"Human enterovirus C99 isolate NIV0928231LV623 polyprotein gene,
";"JX476210.1
";"1  (bases 1 to 572)
";"Enterovirus C99
";"Laxmivandana,R., Yergolkar,P., Gopalkrishna,V. and Chitambar,S.D.
";"Characterization of the non-polio enterovirus infections associated
";NA;NA;"         1..572
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2009""";"24-APR-2013
"
JX476211.1;"JX476211
";"Human enterovirus C99 isolate NIV0920241LV147 polyprotein gene,
";"JX476211.1
";"1  (bases 1 to 338)
";"Enterovirus C99
";"Laxmivandana,R., Yergolkar,P., Gopalkrishna,V. and Chitambar,S.D.
";"Characterization of the non-polio enterovirus infections associated
";NA;NA;"         1..338
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2009""";"24-APR-2013
"
JX560526.1;"JX560526
";"Human enterovirus C104 isolate PUMCH12286 polyprotein gene, partial
";"JX560526.1
";"1  (bases 1 to 590)
";"Enterovirus C104
";"Xiang,Z., Xie,Z., Wang,Z., Ren,L., Xiao,Y., Li,L., Vernet,G.,
";"Human enterovirus genotype C104, China
";NA;NA;"         1..590
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""Feb-2012""";"07-APR-2013
"
JX560525.1;"JX560525
";"Human enterovirus C104 isolate BCH3034A polyprotein gene, partial
";"JX560525.1
";"1  (bases 1 to 590)
";"Enterovirus C104
";"Xiang,Z., Xie,Z., Wang,Z., Ren,L., Xiao,Y., Li,L., Vernet,G.,
";"Human enterovirus genotype C104, China
";NA;NA;"         1..590
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""Jan-2012""";"07-APR-2013
"
JX560524.1;"JX560524
";"Human enterovirus C104 isolate BCH2894A polyprotein gene, partial
";"JX560524.1
";"1  (bases 1 to 590)
";"Enterovirus C104
";"Xiang,Z., Xie,Z., Wang,Z., Ren,L., Xiao,Y., Li,L., Vernet,G.,
";"Human enterovirus genotype C104, China
";NA;NA;"         1..590
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""Nov-2011""";"07-APR-2013
"
JX560523.1;"JX560523
";"Human enterovirus C104 isolate BCH2892A polyprotein gene, partial
";"JX560523.1
";"1  (bases 1 to 590)
";"Enterovirus C104
";"Xiang,Z., Xie,Z., Wang,Z., Ren,L., Xiao,Y., Li,L., Vernet,G.,
";"Human enterovirus genotype C104, China
";NA;NA;"         1..590
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""Nov-2011""";"07-APR-2013
"
