Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 56,KJ170530_Nigeria_Poliovirus-1,MinorParent, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4.03976653130289, .187376725838264, 2, 1, 0, 0, 0, 0,
 57,OQ842439_USA_2010,Recombinant, 14.2132127498252, 20, 10, 10, 10, 0, 4, 14, 8, 0, 6.63297820236284, 0, 4, 0, 20, 0, 0, 20,
 57,KP289441_China_2013,MajorParent, 6.00170731250732, 0, 0, 0, 5, 10, 8, 18, 0, 8, 5.91761377403384, 2.90354330708661, 0, 2, 0, 5, 5, 0,
 57,KP289434_China_2013,MinorParent, 9.78507993766753, 20, 5, 5, 0, 0, 0, 0, 4, 4, 7.44940802360332, .246062992125984, 2, 1, 10, 2.5, 0, 15,
 58,MG212477_Russia_Poliovirus-3,Recombinant, 19.2914980817725, 20, 10, 10, 5, 10, 8, 18, 8, 0, 11.530702972354, 0, 4, 2, 20, 5, 5, 15,
 58,JX275175_Nigeria_Poliovirus-2,MajorParent, 9.66030235331441, 10, 10, 5, 10, 0, 4, 14, 4, 8, 4.93247202389376, .245821042281219, 0, 1, 10, 0, 0, 20,
 58,MG212463_Russia_Poliovirus-2,MinorParent, 1.04819956491311, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3.53682500375222, 0, 2, 0, 0, 2.5, 5, 0,
 59,JX644073_China_2004,Recombinant, 12.5126942210096, 0, 0, 10, 10, 10, 8, 18, 8, 8, 6.08929538008245, 1.99014778325123, 4, 2, 0, 5, 5, 15,
 59,JX017381_China_2011,MajorParent, 8.41956300354046, 20, 5, 0, 5, 0, 0, 0, 0, 4, 7.86182498652573, .935960591133005, 0, 0, 20, 0, 0, 0,
 59,KP266578_China_2009,MinorParent, 9.06774277544993, 20, 10, 5, 0, 0, 4, 14, 4, 0, 6.04887963339182, .689655172413793, 2, 1, 10, 2.5, 0, 20,
 60,PP621687_Thailand_2019,Recombinant, 14.2064223680202, 10, 5, 0, 10, 10, 4, 18, 0, 8, 7.2242387900583, 0, 4, 1, 10, 2.5, 0, 20,
 60,PP887984_Hungary_2023,MajorParent, 6.01679783240886, 0, 0, 10, 0, 0, 8, 14, 8, 4, 6.05929944401072, 0, 0, 2, 0, 5, 5, 0,
 60,PP621219_Thailand_2019,MinorParent, 9.77677979957093, 20, 10, 5, 5, 0, 0, 0, 4, 0, 6.71646176593098, .127952755905512, 2, 0, 20, 0, 0, 15,
 61,KJ765699_China_2012,Recombinant, 14.4749969777304, 20, 10, 10, 5, 0, 8, 18, 8, 0, 6.39621630169387, 0, 4, 2, 20, 0, 0, 15,
 61,AB705311_Japan_2011,MajorParent, 5.22752613228025, 0, 0, 5, 10, 10, 4, 14, 4, 8, 5.78691637492478, 0, 0, 0, 0, 2.5, 0, 0,
 61,JX976771_China_2011,MinorParent, 10.2974768899894, 20, 10, 0, 0, 0, 0, 0, 0, 4, 7.81686732338136, 0, 2, 1, 20, 5, 0, 20,
 62,MT123346_China_2000,Recombinant, 17.7786546797476, 20, 10, 10, 10, 10, 8, 18, 8, 8, 6.60090854627295, 1.96656833824975E-02, 4, 1, 10, 5, 5, 0,
 62,JX678886_China_2002,MajorParent, 5.00991295469441, 10, 0, 0, 5, 0, 0, 0, 0, 4, 6.01067452035201, 0, 0, 0, 20, 2.5, 0, 15,
 62,KC954664_China_2009,MinorParent, 7.211432365558, 0, 5, 5, 0, 0, 4, 14, 4, 0, 7.38841693337504, 0, 2, 2, 0, 0, 0, 20,
 63,AB705311_Japan_2011,Recombinant, 11.8048059133282, 10, 5, 10, 10, 10, 4, 14, 4, 8, 6.35131236805975, 0, 4, 0, 10, 2.5, 0, 20,
 63,JX976771_China_2011,MajorParent, 11.4059561200328, 20, 10, 0, 5, 0, 0, 0, 0, 4, 7.86946193166055, 0, 0, 2, 20, 5, 0, 15,
 63,MF083153_China_2013,MinorParent, 6.78923796663904, 0, 0, 10, 0, 0, 8, 18, 8, 0, 5.7792257002797, 0, 2, 1, 0, 0, 0, 0,
 64,PP621683_Thailand_2019,Recombinant, 11.8582280106026, 10, 5, 10, 10, 0, 4, 18, 8, 0, 6.38464297251615, 1.04125736738703, 2, 0, 10, 0, 0, 15,
 64,KP289441_China_2013,MajorParent, 8.63984483443416, 0, 0, 5, 0, 10, 8, 14, 4, 8, 6.25445093043434, 2.89783889980354, 4, 2, 0, 5, 5, 20,
 64,JX976771_China_2011,MinorParent, 9.50192715496322, 20, 10, 0, 5, 0, 0, 0, 0, 4, 7.36090609704951, .471512770137525, 0, 1, 20, 2.5, 0, 0,
 65,OQ969174_France_2018,Recombinant, 12.9450045965067, 20, 10, 10, 10, 0, 8, 18, 8, 0, 6.67930048496559, 0, 4, 0, 10, 2.5, 0, 0,
 65,JX476166_India_2010,MajorParent, 4.20139993175478, 0, 0, 5, 0, 0, 0, 0, 4, 4, 6.14537591710666, 1.31630648330059, 0, 2, 0, 5, 5, 20,
 65,PP621664_Thailand_2019,MinorParent, 12.8535954717385, 20, 10, 0, 5, 0, 4, 14, 0, 8, 7.17532359792775, 0, 2, 1, 20, 0, 0, 15,
 66,KX162716_Nigeria_Poliovirus-2,Recombinant, 17.4983574725331, 20, 0, 10, 5, 0, 8, 18, 8, 0, 10.1083283462107, .42198233562316, 4, 2, 20, 2.5, 0, 15,
 66,KJ170530_Nigeria_Poliovirus-1,MajorParent, 7.60841135590228, 10, 10, 0, 0, 10, 0, 0, 0, 8, 3.22537526240815, .14720314033366, 0, 1, 20, 5, 5, 20,
 66,MG212459_Russia_Poliovirus-2,MinorParent, 4.89323117156464, 0, 10, 5, 10, 0, 4, 14, 4, 4, 6.66629639138112, 1.71736997055937, 2, 0, 0, 0, 0, 0,
 67,PP621675_Thailand_2019,Recombinant, 18.6581664166153, 20, 10, 10, 10, 0, 8, 18, 8, 4, 7.20947233695281, 0, 4, 2, 20, 2.5, 5, 15,
 67,PP621670_Thailand_2019,MajorParent, 5.73517774908655, 0, 0, 5, 5, 0, 4, 14, 4, 8, 6.07964302777181, .372549019607843, 0, 0, 0, 0, 0, 20,
 67,PP621680_Thailand_2019,MinorParent, 5.60665583429816, 10, 5, 0, 0, 10, 0, 0, 0, 0, 6.71088463527538, .372549019607843, 2, 1, 10, 5, 5, 0,
 68,PQ238721_USA_2018,Recombinant, 21.0177921739173, 20, 10, 10, 10, 10, 8, 18, 8, 8, 7.36024418845652, 0, 2, 2, 20, 5, 5, 20,
 68,MK105982_France_2012,MajorParent, 5.24425072646568, 10, 10, 5, 0, 0, 4, 14, 4, 4, 5.9695627510694, 0, 0, 0, 10, 0, 0, 0,
 68,OP572077_USA_2022,MinorParent, 3.73795709961699, 0, 0, 0, 5, 0, 0, 0, 0, 0, 6.67019306047408, 0, 4, 1, 0, 2.5, 5, 15,
 69,JX976773_China_2010,Recombinant, 15.3619776901106, 20, 5, 10, 10, 10, 0, 14, 8, 0, 7.12242547953009, 1.12414467253177, 2, 2, 20, 5, 0, 15,
 69,OQ791514_USA_2009,MajorParent, 3.57065374377344, 0, 0, 0, 5, 0, 8, 18, 0, 8, 5.76659071282256, 2.12121212121212, 0, 1, 0, 2.5, 0, 0,
 69,OP207962_USA_2015,MinorParent, 11.067368566116, 20, 10, 5, 0, 0, 4, 0, 4, 4, 7.11098380764735, .10752688172043, 4, 0, 20, 0, 0, 20,
 70,HM185056_China_2008,Recombinant, 12.9888575376357, 0, 0, 10, 10, 10, 4, 14, 8, 8, 7.34804646936695, .46875, 0, 0, 0, 2.5, 0, 20,
 70,JX976771_China_2011,MajorParent, 7.47384044159168, 20, 10, 0, 0, 0, 0, 0, 0, 4, 6.38564004056385, 0, 2, 1, 20, 5, 0, 0,
 70,KF311743_China_2011,MinorParent, 9.53730202077259, 10, 5, 5, 5, 0, 8, 18, 4, 0, 6.2663134900692, 0, 4, 2, 10, 0, 0, 15,
 71,MG212474_Russia_Poliovirus-3,Recombinant, 18.5342385174353, 20, 10, 10, 5, 5, 8, 18, 8, 8, 11.1019582339334, .926829268292683, 2, 2, 20, 5, 5, 15,
 71,OP137281_Israel_Poliovirus-3,MajorParent, 10.2116881482525, 10, 10, 5, 10, 5, 4, 14, 4, 4, 5.37006297655888, 1.69756097560976, 0, 1, 20, 0, 0, 20,
 71,MZ245455_USA_Poliovirus-2,MinorParent, 1.25407333431219, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3.52797878950772, 0, 4, 0, 0, 2.5, 5, 0,
 73,KC954664_China_2009,Recombinant, 17.9860740736861, 20, 10, 10, 10, 10, 8, 18, 8, 8, 8.53776295844328, .272904483430799, 2, 2, 20, 5, 0, 0,
 73,ON646273_China_2022,MajorParent, 8.37617289597553, 20, 10, 5, 0, 0, 0, 0, 4, 4, 6.08241423811486, 0, 0, 1, 20, 2.5, 0, 20,
 73,HM002485_China_2008,MinorParent, 3.63775303033836, 0, 0, 0, 5, 0, 4, 14, 0, 0, 5.37982280344186, .584795321637427, 4, 0, 0, 0, 0, 15,
 74,KT946715_China_Poliovirus-3,Recombinant, 20.2761337926059, 20, 10, 10, 0, 10, 4, 14, 8, 0, 7.91298159555627, .341130604288499, 2, 2, 20, 5, 0, 15,
 74,MG212459_Russia_Poliovirus-2,MajorParent, 9.72386620739414, 10, 0, 5, 10, 0, 8, 18, 4, 8, 7.81232165432605, 1.52046783625731, 0, 1, 10, 2.5, 0, 0,
 74,MZ245455_USA_Poliovirus-2,MinorParent, 0, 0, 10, 0, 5, 0, 0, 0, 0, 4, 4.27469675011768, 0, 4, 0, 0, 0, 0, 20,
 75,JX275175_Nigeria_Poliovirus-2,Recombinant, 20.7343971704046, 20, 1, 10, 0, 0, 0, 0, 8, 8, 7.97006020484675, 0, 2, 2, 20, 5, 0, 20,
 75,KY941933_Nigeria_Poliovirus-3,MajorParent, 9.26560282959539, 10, 1, 5, 0, 0, 0, 0, 4, 4, 6.22095417063758, .136319376825706, 0, 1, 10, 2.5, 0, 15,
 75,MG212459_Russia_Poliovirus-2,MinorParent, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5.80898562451567, 0, 4, 0, 0, 0, 0, 0,
 76,KR259355_India_Poliovirus-1,Recombinant, 21.07747063272, 20, 10, 10, 10, 0, 8, 18, 8, 8, 11.987974010588, 0, 2, 2, 20, 5, 0, 20,
 76,KJ170530_Nigeria_Poliovirus-1,MajorParent, 2.88784340276491, 10, 0, 0, 5, 0, 0, 0, 0, 4, 3.73683947324047, 1.30350194552529, 0, 1, 10, 2.5, 0, 0,
 76,MZ245455_USA_Poliovirus-2,MinorParent, 6.03468596451509, 0, 0, 5, 0, 10, 4, 14, 4, 0, 4.27518651617158, .389105058365759, 4, 0, 0, 0, 0, 15,
 77,KP266578_China_2009,Recombinant, 14.5218680014106, 20, 10, 5, 5, 0, 4, 14, 4, 4, 8.13602621361238, .700389105058366, 0, 1, 20, 0, 0, 20,
 77,MN481500_China_2013,MajorParent, 9.95723958059204, 0, 5, 10, 0, 10, 8, 18, 8, 8, 5.5873619527132, 1.17704280155642, 4, 2, 0, 2.5, 0, 0,
 77,JX017381_China_2011,MinorParent, 5.52089241799735, 0, 0, 0, 10, 0, 0, 0, 0, 0, 6.27661183367442, .856031128404669, 2, 0, 10, 5, 0, 15,
 78,JX275071_Nigeria_Poliovirus-2,Recombinant, 18.023585488774, 20, 0, 10, 5, 0, 8, 18, 8, 0, 9.93546179626047, 0, 4, 2, 20, 0, 0, 20,
 78,MG212459_Russia_Poliovirus-2,MajorParent, 3.66854715145849, 0, 10, 0, 0, 10, 4, 14, 0, 8, 3.12432906206058, 6.80272108843537E-02, 0, 0, 0, 2.5, 0, 0,
 78,KJ170530_Nigeria_Poliovirus-1,MinorParent, 8.30786735976751, 20, 10, 5, 10, 0, 0, 0, 4, 4, 6.94020914167895, 1.31195335276968, 2, 1, 20, 5, 0, 15,
 79,MG212459_Russia_Poliovirus-2,Recombinant, 20.4793802279579, 20, 10, 10, 10, 0, 8, 18, 8, 8, 11.9318595037374, 0, 4, 2, 20, 5, 0, 15,
 79,HM107835_China_Poliovirus-2,MajorParent, 7.05519217730834, 10, 0, 5, 5, 0, 4, 14, 4, 4, 3.98952741410329, 0, 0, 0, 10, 2.5, 0, 20,
 79,KJ170530_Nigeria_Poliovirus-1,MinorParent, 2.46542759473377, 0, 10, 0, 0, 10, 0, 0, 0, 0, 4.07861308215929, .155339805825243, 2, 1, 0, 0, 0, 0,
 80,OQ401876_Spain_Enterovirus-C,Recombinant, 14.4453828487352, 20, 1, 5, 5, 5, 4, 14, 4, 4, 8.43491896704583, 0, 2, 1, 20, 0, 0, 20,
 80,DQ358078_Netherlands_Coxsackievirus-A20,MajorParent, 12.2269648982667, 0, 1, 10, 0, 5, 8, 18, 8, 8, 7.17508027505565, .252182347235693, 0, 2, 0, 5, 5, 15,
 80,KJ170573_Nigeria_Poliovirus-2,MinorParent, 3.32765225299811, 0, 1, 0, 10, 5, 0, 0, 0, 0, 4.39000075789852, 1.14451988360815, 4, 0, 10, 2.5, 0, 0,
 81,OR039178_China_2019,Recombinant, 14.5867951937631, 20, 10, 5, 0, 10, 4, 14, 4, 8, 7.28050134587106, 0, 2, 1, 20, 2.5, 0, 15,
 81,MW365443_China_2019,MajorParent, 8.41982278198546, 0, 0, 10, 10, 0, 8, 18, 8, 4, 6.07441642514275, 1.75557710960233, 0, 2, 0, 5, 5, 0,
 81,PP621605_Thailand_2023,MinorParent, 6.99338202425142, 10, 10, 0, 5, 0, 0, 0, 0, 0, 6.64508222898619, 0, 4, 0, 20, 0, 0, 20,
 82,OQ842458_USA_2016,Recombinant, 17.3146881385525, 20, 10, 10, 5, 0, 4, 14, 8, 8, 7.20095918060645, 0, 2, 1, 20, 5, 0, 15,
 82,JN596588_China_2009,MajorParent, 9.62910322388155, 10, 0, 5, 10, 10, 0, 0, 4, 4, 6.81599557314338, 0, 4, 0, 10, 2.5, 0, 20,
 82,KF311743_China_2011,MinorParent, 3.05620863756592, 0, 0, 0, 0, 0, 8, 18, 0, 0, 5.98304524625017, 0, 0, 2, 0, 0, 0, 0,
 83,MF678311_Australia_2009,Recombinant, 12.851306115708, 20, 10, 0, 5, 0, 8, 18, 0, 4, 7.08264142705432, .416263310745402, 2, 1, 20, 2.5, 0, 15,
 83,KF312882_China_2000,MajorParent, 6.50728623626803, 0, 0, 10, 0, 10, 4, 14, 8, 8, 6.13350300416518, 2.46853823814134, 0, 2, 0, 5, 5, 0,
 83,OQ842445_USA_2012,MinorParent, 10.641407648024, 20, 10, 5, 10, 0, 0, 0, 4, 0, 6.7838555687805, 1.80058083252662, 4, 0, 20, 0, 0, 20,
 84,PP621679_Thailand_2019,Recombinant, 10.6379623918203, 20, 1, 0, 10, 0, 0, 14, 0, 0, 6.44713958827785, 0, 2, 1, 20, 2.5, 5, 20,
 84,AB647326_Japan_2010,MajorParent, 10.058246418928, 20, 1, 10, 5, 10, 4, 0, 8, 8, 6.39152818139342, 0, 4, 0, 0, 0, 0, 15,
 84,PP621681_Thailand_2019,MinorParent, 9.30379118925169, 0, 1, 5, 0, 0, 8, 18, 4, 4, 7.16133223032873, 0, 0, 2, 0, 5, 5, 0,
 87,FJ859064_China_Poliovirus-1,Recombinant, 17.9377570777875, 20, 10, 10, 0, 5, 8, 18, 8, 0, 8.03711287843678, 2.26833976833977, 2, 2, 20, 5, 0, 20,
 87,OQ286220_United-Kingdom_Poliovirus-3,MajorParent, 6.12402116905931, 10, 0, 5, 5, 5, 4, 14, 4, 4, 5.72082545048166, 3.18532818532819, 0, 1, 10, 2.5, 0, 0,
 87,KJ170670_Nigeria_Poliovirus-3,MinorParent, 5.9382217531532, 0, 10, 0, 10, 5, 0, 0, 0, 8, 6.24206167108156, 3.2046332046332, 4, 0, 0, 0, 0, 15,
 88,KP266571_China_2002,Recombinant, 17.7817688443129, 20, 10, 5, 5, 0, 8, 18, 4, 8, 7.5576974883386, 1.33076181292189, 2, 2, 20, 5, 0, 20,
 88,MZ389224_Spain_2016,MajorParent, 4.4969580199101, 0, 0, 10, 0, 0, 4, 14, 8, 4, 5.64513789545085, 2.14079074252652, 0, 1, 0, 2.5, 0, 0,
 88,MH152412_Italy_1998,MinorParent, 7.72127313577697, 10, 10, 0, 10, 0, 0, 0, 0, 0, 6.79716461621055, .916104146576664, 4, 0, 10, 0, 0, 15,
 89,MF678296_Australia_2007,Recombinant, 18.3824961482671, 20, 10, 10, 10, 0, 8, 18, 8, 4, 7.51858654686683, 0, 2, 1, 20, 5, 5, 0,
 89,OQ791514_USA_2009,MajorParent, 4.36435420503901, 0, 0, 0, 5, 10, 0, 0, 0, 8, 5.57080281363941, 0, 0, 0, 0, 0, 0, 20,
 89,KR107057_India_2010,MinorParent, 7.25314964669387, 0, 5, 5, 0, 0, 4, 14, 4, 0, 6.91061063949375, 0, 4, 2, 0, 2.5, 5, 15,
 90,KP266568_China_2009,Recombinant, 17.6399679092261, 20, 10, 10, 10, 10, 8, 18, 8, 0, 6.4856689301825, 0, 4, 0, 20, 2.5, 5, 20,
 90,MF678347_Australia_2007,MajorParent, 3.56557520006775, 0, 0, 0, 5, 0, 0, 0, 0, 8, 6.78485081403231, 9.63391136801541E-02, 0, 2, 0, 0, 0, 0,
 90,PP887984_Hungary_2023,MinorParent, 8.79445689070616, 10, 5, 5, 0, 0, 4, 14, 4, 4, 6.72948025578518, 0, 2, 1, 10, 5, 5, 15,
 91,PP621605_Thailand_2023,Recombinant, 17.3124920609828, 20, 10, 10, 5, 0, 8, 18, 8, 8, 6.87804044946719, .29893924783028, 2, 1, 20, 2.5, 0, 20,
 91,OQ969171_France_2023,MajorParent, 8.34651113435381, 10, 5, 5, 0, 0, 0, 0, 4, 4, 6.89034358086811, .501446480231437, 4, 0, 20, 0, 0, 15,
 91,MZ389229_Spain_2015,MinorParent, 4.34099680466335, 0, 0, 0, 10, 10, 4, 14, 0, 0, 6.2316159696647, 4.82160077145612E-02, 0, 2, 0, 5, 0, 0,
 92,PP621681_Thailand_2019,Recombinant, 15.1018779343507, 20, 10, 0, 5, 0, 8, 18, 4, 8, 7.40291862373546, 1.63776493256262, 2, 1, 20, 2.5, 0, 15,
 92,PP621655_Thailand_2019,MajorParent, 1.93639151250005, 0, 0, 5, 0, 0, 0, 0, 0, 4, 5.91349728312559, 2.37957610789981, 0, 2, 0, 5, 5, 0,
 92,AB647326_Japan_2010,MinorParent, 12.9617305531492, 20, 10, 10, 10, 0, 4, 14, 8, 0, 6.68358409313896, 2.22543352601156, 4, 0, 20, 0, 0, 20,
 93,ON646273_China_2022,Recombinant, 23.6510692568495, 20, 10, 10, 10, 10, 8, 18, 8, 8, 8.50019783316397, 0, 4, 2, 20, 2.5, 0, 20,
 93,LC506515_Japan_2007,MajorParent, 4.62699751993269, 0, 5, 5, 0, 0, 4, 14, 4, 4, 5.73519108063894, 0, 0, 1, 0, 5, 5, 0,
 93,JX678886_China_2002,MinorParent, 1.72193322321781, 10, 0, 0, 5, 0, 0, 0, 0, 0, 5.7646110861971, 0, 2, 0, 20, 0, 0, 15,
 94,MF678337_Australia_2005,Recombinant, 11.2009393659424, 10, 5, 10, 0, 0, 4, 14, 8, 0, 7.35541842602995, .855769230769231, 4, 2, 10, 5, 0, 0,
 94,HM775882_South-Korea_2006,MajorParent, 8.42532605850076, 0, 0, 0, 10, 10, 8, 18, 0, 8, 5.9959544450321, 1.53846153846154, 0, 1, 0, 2.5, 0, 20,
 94,MH152412_Italy_1998,MinorParent, 10.3737345755568, 20, 10, 5, 5, 0, 0, 0, 4, 4, 6.64862712893795, 0, 2, 0, 20, 0, 0, 15,
 96,JN596587_China_2010,Recombinant, 15.8496155713494, 20, 10, 10, 0, 5, 4, 14, 8, 8, 6.73199545397111, 1.50816522574448, 4, 1, 20, 2.5, 5, 20,
 96,MW481634_China_2019,MajorParent, 3.23445319906634, 0, 0, 0, 5, 5, 0, 0, 0, 4, 6.29062443734567, .960614793467819, 0, 2, 0, 0, 0, 15,
 96,MH752986_USA_2004,MinorParent, 10.9159312295843, 10, 5, 5, 10, 5, 8, 18, 4, 0, 6.97738010868322, 1.8924111431316, 2, 0, 10, 5, 5, 0,
 97,MZ150563_China_Poliovirus-2,Recombinant, 21.3187598343044, 20, 1, 10, 10, 10, 8, 18, 8, 4, 10.5172883016197, 0, 2, 2, 20, 5, 0, 20,
 97,KX162717_Nigeria_Poliovirus-2,MajorParent, 7.16083371887116, 10, 1, 5, 5, 0, 4, 14, 4, 8, 4.89854561842943, 0, 0, 0, 0, 2.5, 0, 15,
 97,OQ286211_United-Kingdom_Poliovirus-1,MinorParent, 1.52040644682448, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4.5841660799509, 0, 4, 1, 10, 0, 0, 0,
 98,ON596438_Nigeria_Poliovirus-2,Recombinant, 20.7347133358512, 20, 10, 10, 10, 0, 8, 18, 8, 8, 11.7362681387652, 0, 2, 2, 20, 5, 0, 20,
 98,KJ170575_Nigeria_Poliovirus-2,MajorParent, 7.51540309171804, 0, 10, 5, 5, 10, 4, 14, 4, 4, 4.04417729070311, 0, 0, 0, 10, 2.5, 0, 15,
 98,KJ170530_Nigeria_Poliovirus-1,MinorParent, 1.74988357243081, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4.21955457053169, .230105465004794, 4, 1, 0, 0, 0, 0,
 99,MK791150_China_2018,Recombinant, 18.4748263045393, 20, 10, 10, 10, 5, 8, 18, 8, 8, 6.81086416530649, .575815738963532, 2, 0, 20, 2.5, 5, 20,
 99,PP621658_Thailand_2019,MajorParent, 1.50369743000571, 0, 0, 0, 0, 5, 0, 0, 0, 4, 6.76869129790078, .873320537428023, 0, 2, 0, 0, 0, 0,
 99,KT353723_Taiwan_2008,MinorParent, 10.021476265455, 20, 10, 5, 5, 5, 4, 14, 4, 0, 6.42044453679273, 1.45873320537428, 4, 1, 20, 5, 5, 15,
 100,PP621219_Thailand_2019,Recombinant, 15.41527409654, 20, 10, 10, 0, 5, 8, 18, 8, 0, 7.10345677872746, .307101727447217, 2, 1, 10, 2.5, 0, 15,
 100,MW183137_China_2007,MajorParent, 6.38089955694466, 0, 0, 5, 10, 5, 4, 14, 4, 8, 5.89309702196986, 1.54510556621881, 4, 2, 0, 5, 5, 0,
 100,PP621664_Thailand_2019,MinorParent, 8.20382634651536, 10, 10, 0, 5, 5, 0, 0, 0, 4, 7.00344619930269, 0, 0, 0, 20, 0, 0, 20,
 101,MG212461_Russia_Poliovirus-3,Recombinant, 20.4947284054126, 20, 0, 10, 5, 0, 8, 18, 8, 8, 10.1899171798006, .778846153846154, 2, 2, 20, 5, 0, 15,
 101,MZ245455_USA_Poliovirus-2,MajorParent, 1.20397936719356, 0, 10, 0, 10, 0, 0, 0, 0, 4, 4.31906412128349, .288461538461538, 0, 1, 10, 2.5, 0, 20,
 101,KJ170677_Nigeria_Poliovirus-3,MinorParent, 8.30129222739381, 20, 10, 5, 0, 10, 4, 14, 4, 0, 5.49101869891589, 2.21153846153846, 4, 0, 0, 0, 0, 0,
 102,MZ389229_Spain_2015,Recombinant, 17.6979003917927, 20, 10, 10, 5, 0, 8, 18, 8, 4, 7.33158936848808, 0, 0, 2, 20, 5, 0, 20,
 102,OP207968_USA_2017,MajorParent, 10.6746216795163, 20, 10, 0, 0, 0, 4, 14, 4, 8, 6.52203172660628, 0, 4, 1, 20, 2.5, 0, 15,
 102,OQ969171_France_2023,MinorParent, 1.62747792869109, 0, 0, 5, 10, 0, 0, 0, 0, 0, 6.14637890490564, .278846153846154, 2, 0, 0, 0, 0, 0,
 103,FJ859064_China_Poliovirus-1,Recombinant, 20.0599560139452, 20, 10, 10, 5, 0, 8, 18, 8, 8, 10.9818575508408, 0, 2, 2, 20, 5, 5, 15,
 103,KJ170531_Nigeria_Poliovirus-1,MajorParent, 6.24184358758281, 0, 0, 0, 10, 0, 4, 14, 0, 4, 4.51594147235408, 0, 0, 1, 10, 0, 0, 20,
 103,MZ245455_USA_Poliovirus-2,MinorParent, 3.69820039847197, 10, 10, 5, 0, 0, 0, 0, 4, 0, 4.50220097680514, 1.56580211335255, 4, 0, 0, 2.5, 5, 0,
 104,OQ791573_USA_2018,Recombinant, 11.3152081270406, 10, 5, 5, 5, 10, 4, 14, 4, 0, 7.19175842594176, 1.33525456292027, 4, 1, 10, 5, 0, 20,
 104,MK069966_Brazil_2015,MajorParent, 10.1945870656208, 0, 0, 10, 10, 0, 8, 18, 8, 4, 5.87776518324064, 2.34390009606148, 0, 2, 0, 2.5, 0, 15,
 104,MF678341_Australia_2008,MinorParent, 8.49020480733861, 20, 10, 0, 0, 0, 0, 0, 0, 8, 6.93047639081761, .653218059558117, 2, 0, 20, 0, 0, 0,
 105,MF083153_China_2013,Recombinant, 15.657299642051, 20, 10, 5, 5, 0, 4, 14, 4, 0, 7.54519184408308, 0, 4, 2, 20, 2.5, 5, 20,
 105,OP207959_USA_2015,MajorParent, 12.3908794866044, 0, 0, 10, 10, 10, 8, 18, 8, 8, 5.2462541402289, .268456375838926, 2, 0, 0, 0, 0, 15,
 105,JX976771_China_2011,MinorParent, 1.95182087134458, 20, 10, 0, 0, 0, 0, 0, 0, 4, 7.20855401568802, 0, 0, 1, 10, 5, 5, 0,
 106,OP207959_USA_2015,Recombinant, 12.5220732392127, 0, 0, 10, 10, 10, 8, 18, 8, 8, 5.48995793226098, .287631831255992, 0, 0, 0, 0, 0, 20,
 106,JX976771_China_2011,MajorParent, 11.5404820205677, 20, 5, 5, 0, 0, 0, 0, 4, 4, 7.67199681810022, 0, 2, 1, 20, 5, 5, 0,
 106,KP289441_China_2013,MinorParent, 5.93744474021953, 10, 10, 0, 5, 0, 4, 14, 0, 0, 6.8380452496388, 0, 4, 2, 10, 2.5, 5, 15,
 107,JF738001_Thailand_2009,Recombinant, 20.8651943025171, 20, 10, 10, 10, 10, 8, 18, 8, 4, 9.12444885681897, 0, 2, 2, 20, 5, 5, 20,
 107,MN053435_Malaysia_2006,MajorParent, 4.12340605310968, 10, 0, 0, 0, 0, 0, 0, 0, 8, 4.66321183435791, 0, 4, 0, 10, 0, 0, 15,
 107,JF738000_Thailand_2009,MinorParent, 5.01139964437318, 0, 5, 5, 5, 0, 4, 14, 4, 0, 6.21233930882313, 0, 0, 1, 0, 2.5, 5, 0,
 108,KF311743_China_2011,Recombinant, 13.0538101836142, 10, 10, 5, 10, 5, 8, 18, 4, 4, 7.1718083942866, 0, 0, 1, 20, 2.5, 5, 0,
 108,OQ791558_USA_2015,MajorParent, 6.69195297771964, 0, 0, 10, 0, 5, 4, 14, 8, 8, 6.03864822014098, 0, 4, 0, 0, 0, 0, 15,
 108,KP289441_China_2013,MinorParent, 10.2542368386661, 20, 10, 0, 5, 5, 0, 0, 0, 0, 6.78954338557241, 0, 2, 2, 20, 5, 5, 20,
 109,KR259355_India_Poliovirus-1,Recombinant, 21.0587068997843, 20, 1, 10, 10, 0, 8, 18, 8, 8, 10.3223922728972, 0, 0, 2, 20, 5, 0, 15,
 109,KJ170531_Nigeria_Poliovirus-1,MajorParent, 5.91624273173854, 0, 1, 0, 5, 10, 0, 0, 0, 4, 5.18336663445072, .153256704980843, 4, 1, 0, 2.5, 0, 20,
 109,KJ170670_Nigeria_Poliovirus-3,MinorParent, 3.02505036847714, 0, 1, 5, 0, 0, 4, 14, 4, 0, 4.49424109265211, 0, 2, 0, 0, 0, 0, 0,
 110,HQ738302_Madagascar_Enterovirus-C,Recombinant, 17.7078843931733, 20, 10, 5, 0, 10, 8, 18, 4, 8, 9.04028285282494, .210727969348659, 0, 2, 20, 2.5, 5, 20,
